brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,GPU,display_size,OS,warranty,resolution,storage_gb,ram_gb,brand_encoded,processor_encoded,OS_encoded,Ram_type_encoded,ROM_type_encoded
Xiaomi,Mi Notebook Ultra Laptop,46990,65.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 10  OS,1,6400000.0,512.0,16.0,27,21,9,2,1
iBall,Excelance CompBook Laptop,9999,69.32352941176471,Intel Atom Quad Core Z3735F,Quad Core,DDR3,Hard-Disk,Intel HD Graphics,11.6,Windows 10 OS,1,1049088.0,32.0,2.0,29,170,10,1,0
Asus,Vivobook 15 X1502ZA-EJ385WS Laptop,40990,69.32352941176471,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,35,12,2,1
Lenovo,IdeaPad Gaming 3 82SB00V5IN Laptop,74990,67.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,122,12,2,1
Zebronics,ZEB-NBC 3S 2023 Laptop,33990,65.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Integrated,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,28,34,12,2,1
Zebronics,Pro Series Z ZEB-NBC 4S 2023 Laptop,39990,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,28,37,12,2,1
Asus,CX1101CMA-GJ0004 Chromebook,10990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",LPDDR4,Hard-Disk,Intel UHD Graphics 600,11.6,Chrome OS,1,1049088.0,32.0,4.0,3,171,1,5,0
MSI,Katana 15 B13UDXK-1482IN Gaming Laptop,88990,75.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2,2073600.0,1024.0,32.0,15,63,12,4,1
HP,15s-fy5007TU Laptop,54990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,37,12,2,1
Lenovo,ThinkBook 15 G5 21JFA00BIN Laptop,49990,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,135,12,2,1
Asus,Vivobook 16 2023 X1605VA-MB947WS Laptop,80739,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,Integrated Intel Iris Xe Graphics,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,75,12,2,1
Lenovo,Thinkpad E15 G4 21DJA0Y0IN Laptop,62990,64.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,45,12,2,1
HP,Victus 15-fa1132TX Laptop,62990,66.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,40,12,2,1
HP,Victus 15-fb1017AX Gaming Laptop,69501,71.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,146,12,4,1
Lenovo,IdeaPad Slim 5 14IAH8 83BF000UIN Laptop,59990,69.32352941176471,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",LPDDR5,SSD,Intel UHD Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,14,40,12,8,1
HP,Victus 15-fb1015AX Gaming Laptop,54990,69.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,146,12,4,1
Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,64990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,40,12,4,1
MSI,Modern 15 B12M-612IN Laptop,37729,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,15,34,12,2,1
Lenovo,IdeaPad Gaming 3 82K2025MIN Laptop,50712,69.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,100,12,2,1
MSI,Modern 14 C11M-029IN Laptop,44990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,15,27,12,2,1
Chuwi,CoreBook X Laptop,23990,69.32352941176471,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,8.0,5,1,12,2,1
HP,15s-ey2001AU Laptop,49990,63.0,5th Gen AMD Ryzen 7   5700U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon Radeon,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,109,12,2,1
HP,Pavilion 15-eg3079TU Laptop,72990,66.0,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,60,12,2,1
Lenovo,IdeaPad Slim 3 82H803B6IN Laptop,52101,66.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",DDR4,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,28,12,2,1
Infinix,INBook X2 Slim Series Laptop,28990,69.32352941176471,11th Gen Intel Core i3  1115G4,"Dual Core, 4 Threads",LPDDR4X,SSD,Intel Integrated UHD Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,12,14,12,6,1
HP,Pavilion 15s-fq5190TU Laptop,69490,65.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,45,12,2,1
Acer,Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop,39965,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",LPDDR5,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,56,12,8,1
Acer,Aspire 5 14 A514-56GM 2023 Gaming Laptop,54990,67.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,1,58,12,2,1
Asus,Vivobook 15 X1502ZA-EJ532WS Laptop,46999,64.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,37,12,2,1
Asus,Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,83990,65.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,4665600.0,512.0,16.0,3,63,12,8,1
HP,Victus 15-fb0108AX Gaming Laptop,51499,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,101,12,2,1
Dell,Vostro 3425 M552321WIN9S Laptop,50990,68.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,6,107,12,2,1
HP,Chromebook 15a-na0012TU Laptop,23990,69.32352941176471,Intel Celeron  N4500,"Dual Core, 2 Threads",LPDDR4x,Hard-Disk,Intel Integrated UHD Graphics,15.6,Chrome OS,1,1049088.0,128.0,4.0,9,173,1,7,0
Acer,Aspire 3 A315-24P NX.KDESI.003 Laptop,27990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon Graphiics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,126,12,8,1
HP,Pavilion x360 14-ek1010TU Laptop,79990,70.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,1024.0,16.0,9,58,12,2,1
Samsung,Galaxy Book 3 NP750XFG-KA3IN Laptop,84390,60.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR4x,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,21,66,12,7,1
Infinix,INBook Y1 Plus Laptop,24990,69.32352941176471,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",LPDDR4X,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,256.0,8.0,12,1,12,6,1
Samsung,Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop,281990,82.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,NVIDIA GeForce RTX 4070,16.0,Windows 11 OS,1,5184000.0,1024.0,32.0,21,75,12,8,1
Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,26590,69.32352941176471,AMD Athlon 7120U,"Dual Core, 2 Threads",LPDDR5,SSD,AMD Radeon 610M Graphics,15.6,Windows 11 OS,1,1049088.0,512.0,8.0,14,156,12,8,1
Infinix,INBook X2 Slim Series XL23 2023 Laptop,37990,60.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",LPDDR4X,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,1024.0,16.0,12,27,12,6,1
Asus,Vivobook Pro 15 M6500RC-HN741WS Laptop,71189,70.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",LPDDR5,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,122,12,8,1
HP,Victus 16-s0095AX Gaming Laptop,85999,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,16.1,Windows 11 OS,1,2073600.0,512.0,16.0,9,139,12,4,1
Lenovo,Yoga 7 82YM0074IN Laptop,93990,80.0,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",DDR5,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,5184000.0,1024.0,16.0,14,137,12,4,1
Asus,Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop,84990,69.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,9216000.0,512.0,16.0,3,42,12,8,1
Dell,Inspiron 3530 2023 Laptop,44190,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,6,55,12,2,1
Acer,Predator 16 NH.QLUSI.005 Laptop,159990,79.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,1,76,12,4,1
HP,Victus 15-fb0134AX Gaming Laptop,52990,70.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,105,12,2,1
Acer,Aspire Lite 2023 AL15-51 Laptop,39990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,27,12,2,1
Dell,Inspiron 2023 14 5430 Laptop,73990,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,1024.0,16.0,6,58,12,8,1
Lenovo,IdeaPad Gaming 3 82K101L7IN Laptop,57500,70.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",DDR4,SSD,4GB NVIDIA GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,22,12,2,1
Asus,Vivobook Pro 15 M6500QF-HN521WS Laptop,59990,60.0,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,106,12,2,1
Acer,Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop,53990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,40,12,2,1
Asus,VivoBook 14 X415EA-EK326WS Notebook,33990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated Intel UHD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,3,15,12,2,1
Dell,Inspiron 5630 Laptop,75990,70.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,16.0,Windows 11 OS,1,4096000.0,512.0,16.0,6,59,12,8,1
Apple,MacBook Air 15 2023 Laptop,144990,69.32352941176471,Apple M2,Octa Core (4P + 4E),DDR4,SSD,10-Core GPU,15.3,Mac OS,1,5368320.0,512.0,8.0,2,164,7,2,1
Asus,Vivobook 15 X1502ZA-EJ542WS Laptop,60539,64.0,12th Gen Intel Core i5 12500H ,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,Intel Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,43,12,2,1
Asus,Vivobook 15 M1502QA-EJ742WS Laptop,56990,69.32352941176471,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon,15.6,Windows OS,1,2073600.0,512.0,16.0,3,114,13,2,1
HP,Pavilion 15-eg3027TU Laptop,75533,66.0,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,60,12,2,1
Dell,G15-5530 GN553064GRM002ORB1 Gaming Laptop,74990,69.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,62,12,4,1
Asus,TUF Gaming A15 FA577NU-LP082W Gaming Laptop,94990,77.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,136,12,4,1
Asus,ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop,179990,77.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,3,79,12,4,1
Asus,Vivobook 16X 2023 K3605ZC-MB541WS Laptop,77990,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,40,12,2,1
HP,15s-fr5009TU Laptop,37990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,34,12,2,1
HP,15-fd0013TU Laptop,62990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Integrated,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,58,12,2,1
Acer,Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop,129999,78.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,1,74,12,4,1
HP,Pavilion 15-eh2050AU Laptop,52990,62.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,107,12,2,1
Acer,Predator Helios Neo 16 PHN16-71 Laptop,104990,75.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,1,74,12,4,1
Realme,Book Prime CloudPro002 Laptop,47999,62.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",LPDDR4X,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,3110400.0,512.0,8.0,20,22,12,6,1
Acer,Predator Helios Neo 16 PHN16-71 Gaming Laptop,114499,75.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.0,Windows 11 OS,1,2304000.0,1024.0,16.0,1,74,12,4,1
HP,Pavilion 15-eg2017TU Laptop,49990,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,34,12,2,1
Asus,Vivobook 15 X1502ZA-EJ953WS Laptop,39990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,34,12,2,1
Acer,Nitro 5 AN515-47 2023 Gaming Laptop,68990,73.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,132,12,4,1
Acer,Nitro 5 AN515-47 Gaming Laptop,79990,72.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,136,12,4,1
MSI,GF63 Thin 11UC-1293IN Gaming Laptop,66490,75.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA Geforce RTX 3050,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,30,12,2,1
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop,69990,70.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,114,12,2,1
Asus,Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,86490,65.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,4665600.0,512.0,16.0,3,63,12,8,1
HP,15-fc0025AU Laptop,32790,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,126,12,2,1
Asus,ROG Zephyrus Duo 16,429990,69.32352941176471,7th Gen AMD Ryzen 9  7945HX ,"16 Cores, 32 Threads",DDR5,SSD,16GB NVIDIA GeForce RTX 4090,16.0,Windows 11 OS,1,9216000.0,2048.0,32.0,3,142,12,4,1
Dell,Vostro 3425 M552321WIN9S Laptop,49990,68.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,6,107,12,2,1
MSI,Modern 14 C7M-062IN Laptop,43990,62.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,15,131,12,2,1
MSI,Modern 14 C11M-030IN Laptop,36990,69.32352941176471,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,15,27,12,2,1
MSI,Sword 15 A12VF-401IN Gaming Laptop,102990,79.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2,2073600.0,1024.0,16.0,15,48,12,4,1
Acer,Extensa 15 EX215-33 Laptop,29990,69.32352941176471,Intel Core i3 N305,"Octa Core, 8 Threads",LPDDR5,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,256.0,8.0,1,177,12,8,1
HP,Pavilion x360 14-ek1010TU Laptop,77889,70.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,1024.0,16.0,9,58,12,2,1
Samsung,Galaxy Book 3 NP750XFG-KB1IN Laptop,69990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR4x,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,21,58,12,7,1
Samsung,Galaxy Book 3 360 NP750QFG-KA3IN Laptop,138990,74.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR4x,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,21,68,12,7,1
HP,Victus 15-fb0777AX Gaming Laptop,51990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,101,12,2,1
Samsung,Galaxy Book 3 Laptop,69990,69.32352941176471,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,21,59,12,8,1
Asus,Vivobook Pro 15 OLED M3500QC-L1502WS Gaming Laptop,72990,66.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,105,12,2,1
Asus,Vivobook 16X M1603QA-MB512WS Laptop,50400,67.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Vega 7,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,105,12,2,1
Dell,Latitude 3430 Laptop,108000,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,1049088.0,512.0,8.0,6,37,12,2,1
Dell,Inspiron 3520 Laptop,50990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,Hard-Disk,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,6,37,12,2,0
Lenovo,IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,47990,67.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050 Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,20,12,2,1
HP,Omen 16-n0079AX Gaming Laptop,91990,80.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",DDR5,SSD,8GB AMD Radeon RX 6650M,16.1,Windows 11 OS,1,2073600.0,512.0,16.0,9,120,12,4,1
Acer,One 14 Z2-493 Laptop,25449,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,1049088.0,256.0,8.0,1,85,12,2,1
Acer,Aspire 3 A315-59 Laptop,33207,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Graphics ,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,34,12,2,1
HP,Pavilion 15s-FR5007TU Laptop,52990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,37,12,2,1
Dell,Vostro 3425 Laptop,42434,66.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,6,107,12,2,1
HP,15s-du3614TU Laptop,42200,65.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,Hard-Disk,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,9,15,12,2,0
HP,Pavilion 15s-eq2182AU Laptop,41990,60.0,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,98,12,2,1
Asus,TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop,80900,79.0,6th Gen AMD Ryzen 7 6800H ,"Octa Core, 16 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 3050 Ti,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,123,12,4,1
Asus,Vivobook 15 Touch X515EA-EZ311WS Laptop,38990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,15,12,2,1
Apple,MacBook Air 2022 Laptop,135990,69.32352941176471,Apple M2 Apple M2 Chip,Octa Core,Unified,SSD,10-Core GPU,13.6,Mac OS,1,4259840.0,512.0,8.0,2,165,7,11,1
